item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM11076,Automotive,39.32,8.56,4,13,13.0,0.0473936886376643,Intermittent
ITM11722,Automotive,36.28,9.95,6,10,10.0,0.07521623742325097,Intermittent
ITM12624,Electronics,14.89,7.38,4,14,14.0,0.24565371037485093,Intermittent
ITM10058,Pharma,15.05,9.28,7,3,3.0,0.3802094899614794,Intermittent
ITM12868,Apparel,33.97,8.96,8,11,11.0,0.06957046811551416,Intermittent
ITM12050,Pharma,6.08,2.48,4,3,3.0,0.16637811634349028,Intermittent
ITM13183,Groceries,16.77,8.02,5,12,12.0,0.2287086610421469,Intermittent
ITM11783,Automotive,10.29,7.51,3,3,3.0,0.5326588222405442,Lumpy
ITM10041,Electronics,13.44,1.66,4,7,7.0,0.015255190617913833,Intermittent
ITM11387,Electronics,47.6,2.88,8,5,5.0,0.0036607584210154643,Intermittent
ITM11126,Pharma,24.95,0.58,7,3,3.0,0.0005403994361468428,Intermittent
ITM11470,Apparel,2.8,8.79,8,12,12.0,9.855114795918366,Lumpy
ITM10950,Pharma,15.62,0.91,5,14,14.0,0.003394069456899704,Intermittent
ITM12609,Electronics,5.89,3.61,8,11,11.0,0.3756503642039542,Intermittent
ITM12922,Automotive,16.01,3.96,8,6,6.0,0.0611797514123941,Intermittent
ITM13035,Groceries,22.24,1.67,6,11,11.0,0.00563849729568863,Intermittent
ITM11950,Electronics,12.25,4.22,8,6,6.0,0.11867321949187837,Intermittent
ITM10874,Electronics,31.45,0.71,9,14,14.0,0.0005096539539633152,Intermittent
ITM10627,Apparel,46.54,4.51,6,9,9.0,0.0093907510144639,Intermittent
ITM12685,Groceries,29.88,5.62,9,10,10.0,0.03537622153047711,Intermittent
ITM10516,Apparel,13.37,5.28,9,3,3.0,0.1559570567625642,Intermittent
ITM13058,Groceries,16.0,3.61,8,6,6.0,0.050906640625,Intermittent
ITM11984,Apparel,22.88,9.14,7,9,9.0,0.15958069465499541,Intermittent
ITM11455,Automotive,14.45,2.79,7,6,6.0,0.03727972605691982,Intermittent
ITM11418,Pharma,48.54,2.31,6,3,3.0,0.002264771628206167,Intermittent
ITM12780,Electronics,9.12,4.43,4,10,10.0,0.23594880155432438,Intermittent
ITM11354,Pharma,2.1,5.86,2,7,7.0,7.786757369614512,Lumpy
ITM12340,Groceries,32.5,8.23,2,3,3.0,0.06412582248520711,Intermittent
ITM11557,Groceries,42.34,7.09,6,10,10.0,0.02804082344848114,Intermittent
ITM12665,Electronics,41.65,9.68,5,12,12.0,0.05401578638658345,Intermittent
ITM11104,Groceries,18.14,1.78,4,8,8.0,0.009628650858385534,Intermittent
ITM11236,Electronics,40.39,9.83,7,11,11.0,0.05923239992151296,Intermittent
ITM10144,Pharma,15.35,8.79,5,14,14.0,0.32791477893664656,Intermittent
ITM12274,Electronics,15.82,8.94,8,8,8.0,0.31934644011884644,Intermittent
ITM10659,Groceries,1.15,5.35,4,13,13.0,21.642722117202272,Lumpy
ITM13124,Electronics,28.71,4.98,3,11,11.0,0.030087929342064033,Intermittent
ITM10713,Groceries,30.22,2.72,6,9,9.0,0.008101191307863229,Intermittent
ITM13050,Groceries,34.3,5.99,9,11,11.0,0.030497581789900478,Intermittent
ITM10250,Electronics,29.12,1.79,7,14,14.0,0.003778533880268083,Intermittent
ITM10942,Groceries,25.19,3.78,8,6,6.0,0.022517867777735574,Intermittent
ITM10302,Electronics,1.48,7.96,6,6,6.0,28.926953981008033,Lumpy
ITM10300,Automotive,19.56,4.56,9,7,7.0,0.05434905340810719,Intermittent
ITM11668,Groceries,7.67,4.05,3,11,11.0,0.2788170440038824,Intermittent
ITM10612,Automotive,42.3,7.17,5,14,14.0,0.0287314521402344,Intermittent
ITM10682,Apparel,44.96,0.63,3,10,10.0,0.00019634890958827777,Intermittent
ITM11597,Groceries,14.47,8.74,4,13,13.0,0.3648260180369842,Intermittent
ITM12007,Electronics,17.61,3.9,2,9,9.0,0.04904678018045733,Intermittent
ITM10004,Automotive,49.58,5.23,6,4,4.0,0.011127313727363098,Intermittent
ITM11472,Groceries,37.97,1.76,9,3,3.0,0.00214854345248099,Intermittent
ITM10265,Electronics,33.28,3.59,9,3,3.0,0.011636497000970782,Intermittent
ITM10991,Groceries,38.39,1.24,6,12,12.0,0.0010432950481957396,Intermittent
ITM11217,Apparel,6.47,6.05,5,8,8.0,0.8743839716776276,Lumpy
ITM11933,Groceries,43.24,4.3,6,13,13.0,0.009889299745584524,Intermittent
ITM13147,Electronics,11.04,3.93,6,11,11.0,0.12672052221172025,Intermittent
ITM11083,Apparel,37.87,3.0,7,10,10.0,0.006275551518129129,Intermittent
ITM10231,Electronics,9.19,3.51,5,5,5.0,0.14587578635527806,Intermittent
ITM12016,Electronics,25.31,2.73,9,6,6.0,0.011634319971663894,Intermittent
ITM10947,Pharma,1.51,4.82,3,8,8.0,10.189202227972459,Lumpy
ITM11825,Automotive,15.17,3.69,9,4,4.0,0.05916727538349159,Intermittent
ITM12684,Groceries,7.68,8.11,4,7,7.0,1.1151140001085067,Lumpy
ITM10599,Automotive,4.99,7.43,8,7,7.0,2.217055353191352,Lumpy
ITM10125,Pharma,41.07,8.91,8,13,13.0,0.047065860403668634,Intermittent
ITM10742,Apparel,4.51,7.05,9,11,11.0,2.4435720571678607,Lumpy
ITM11179,Electronics,7.99,5.16,9,13,13.0,0.41706701587246886,Intermittent
ITM11632,Apparel,44.31,8.71,7,7,7.0,0.03863961672957107,Intermittent
ITM11688,Automotive,22.75,8.15,9,10,10.0,0.12833715734814635,Intermittent
ITM13082,Pharma,43.78,9.24,8,3,3.0,0.044544329688644226,Intermittent
ITM12982,Electronics,10.03,6.02,2,3,3.0,0.3602393219146151,Intermittent
ITM12588,Electronics,41.6,6.4,8,14,14.0,0.02366863905325444,Intermittent
ITM10666,Automotive,18.23,0.59,2,4,4.0,0.0010474436927550655,Intermittent
ITM12963,Apparel,20.53,2.06,5,14,14.0,0.010068309145206818,Intermittent
ITM12874,Apparel,6.01,1.43,2,9,9.0,0.05661390749195047,Intermittent
ITM11721,Groceries,34.32,6.35,4,9,9.0,0.03423362525198189,Intermittent
ITM11718,Apparel,4.46,4.37,2,3,3.0,0.9600484626676589,Lumpy
ITM10825,Automotive,21.08,6.95,3,3,3.0,0.10869971266954478,Intermittent
ITM11566,Pharma,2.5,6.49,5,6,6.0,6.739216000000001,Lumpy
ITM12338,Automotive,43.83,8.69,8,12,12.0,0.03930941779339617,Intermittent
ITM10894,Electronics,30.06,5.18,4,10,10.0,0.029694879480338502,Intermittent
ITM10504,Groceries,33.8,6.77,6,12,12.0,0.04011843072721544,Intermittent
ITM12093,Automotive,9.1,0.97,3,3,3.0,0.011362154329187295,Intermittent
ITM11180,Apparel,28.28,4.35,3,9,9.0,0.023660270401661295,Intermittent
ITM12605,Groceries,14.15,9.54,5,12,12.0,0.45455231055450807,Intermittent
ITM10650,Apparel,2.57,1.62,8,13,13.0,0.3973413677724115,Intermittent
ITM13138,Groceries,24.37,1.93,4,5,5.0,0.006271964039549624,Intermittent
ITM11051,Automotive,34.75,6.09,4,6,6.0,0.030713192898918277,Intermittent
ITM11587,Electronics,36.6,1.23,7,10,10.0,0.0011294006987368987,Intermittent
ITM13086,Automotive,37.14,7.46,6,12,12.0,0.040345384258256387,Intermittent
ITM12717,Apparel,49.5,3.05,2,14,14.0,0.0037965513723089476,Intermittent
ITM11196,Apparel,49.41,0.9,9,13,13.0,0.0003317839025086181,Intermittent
ITM10355,Groceries,34.99,0.77,8,9,9.0,0.0004842766900043543,Intermittent
ITM11943,Pharma,17.47,6.81,8,14,14.0,0.15195269738719644,Intermittent
ITM11006,Apparel,31.14,3.88,2,10,10.0,0.0155248078889586,Intermittent
ITM11420,Electronics,23.94,0.78,3,12,12.0,0.0010615511209100443,Intermittent
ITM11711,Pharma,42.05,8.97,9,10,10.0,0.04550434692858992,Intermittent
ITM12489,Electronics,41.33,4.33,6,12,12.0,0.010976022335964555,Intermittent
ITM10034,Groceries,47.08,9.75,3,4,4.0,0.04288805222441746,Intermittent
ITM12977,Automotive,47.44,6.09,2,10,10.0,0.016479545299432102,Intermittent
ITM12561,Groceries,44.7,2.97,5,7,7.0,0.004414666006035764,Intermittent
ITM10833,Electronics,21.75,7.28,2,6,6.0,0.11203255383802353,Intermittent
ITM10715,Pharma,38.0,2.61,9,13,13.0,0.004717520775623269,Intermittent
ITM12763,Groceries,11.18,8.6,2,10,10.0,0.591715976331361,Lumpy
ITM12262,Automotive,31.67,8.45,2,10,10.0,0.07118972104277523,Intermittent
ITM10127,Pharma,3.06,7.59,7,10,10.0,6.152345251826221,Lumpy
ITM10880,Pharma,29.39,2.14,8,7,7.0,0.00530186145164911,Intermittent
ITM12276,Automotive,29.48,3.81,2,6,6.0,0.016703019686322304,Intermittent
ITM12933,Automotive,4.86,7.77,7,5,5.0,2.5560509068739514,Lumpy
ITM11553,Groceries,42.12,1.03,5,3,3.0,0.0005979952363301526,Intermittent
ITM12945,Apparel,14.6,4.36,8,3,3.0,0.08917995871645715,Intermittent
ITM10602,Automotive,20.85,5.96,6,5,5.0,0.08171097654250699,Intermittent
ITM10568,Pharma,48.98,5.71,4,5,5.0,0.013590475591824133,Intermittent
ITM13037,Groceries,22.43,3.55,6,11,11.0,0.025049447938193407,Intermittent
ITM12299,Apparel,8.86,4.24,9,4,4.0,0.2290151796951832,Intermittent
ITM11869,Electronics,34.82,6.88,4,12,12.0,0.039040857040771926,Intermittent
ITM12237,Pharma,43.75,2.71,2,4,4.0,0.0038369175510204077,Intermittent
ITM12634,Electronics,12.95,3.51,7,14,14.0,0.07346402110880874,Intermittent
ITM12546,Electronics,8.29,9.62,4,13,13.0,1.3466076674703633,Lumpy
ITM12484,Groceries,14.55,6.2,6,8,8.0,0.18157556004298483,Intermittent
ITM11990,Automotive,9.21,2.25,7,12,12.0,0.059682330847011626,Intermittent
ITM10657,Apparel,43.06,5.83,5,7,7.0,0.018331122453272192,Intermittent
ITM10287,Automotive,20.2,8.99,9,3,3.0,0.19806906185668072,Intermittent
ITM12154,Pharma,16.6,4.35,4,9,9.0,0.06866925533459137,Intermittent
ITM10656,Electronics,29.98,7.45,2,13,13.0,0.06175175266944697,Intermittent
ITM11015,Electronics,16.02,7.64,4,3,3.0,0.22743730137577717,Intermittent
ITM11075,Electronics,7.24,4.85,9,10,10.0,0.44875194591129686,Intermittent
ITM10347,Electronics,3.72,5.41,8,4,4.0,2.114991617528038,Lumpy
ITM10371,Pharma,16.61,2.5,7,10,10.0,0.022653783852455363,Intermittent
ITM10597,Automotive,20.85,1.89,7,7,7.0,0.008216965995548883,Intermittent
ITM11321,Groceries,16.6,0.86,7,14,14.0,0.002683988967919872,Intermittent
ITM12218,Automotive,26.08,9.42,9,14,14.0,0.13046278087244534,Intermittent
ITM11765,Groceries,36.8,1.94,9,6,6.0,0.002779123345935728,Intermittent
ITM11785,Apparel,34.04,4.39,4,8,8.0,0.016632209151879105,Intermittent
ITM11435,Automotive,32.95,6.9,4,3,3.0,0.04385179181221375,Intermittent
ITM11384,Automotive,3.14,7.75,8,12,12.0,6.0917785711387875,Lumpy
ITM12385,Electronics,6.27,9.12,3,13,13.0,2.115702479338843,Lumpy
ITM12326,Apparel,30.34,7.46,7,8,8.0,0.060456987366645384,Intermittent
ITM12998,Apparel,45.17,3.36,4,8,8.0,0.00553322555005715,Intermittent
ITM11189,Pharma,20.68,1.27,8,11,11.0,0.003771432793717662,Intermittent
ITM11983,Electronics,37.28,6.3,4,12,12.0,0.028558098786126102,Intermittent
ITM12419,Pharma,36.91,5.16,8,13,13.0,0.01954390364694604,Intermittent
ITM10445,Pharma,9.11,0.73,6,3,3.0,0.006421093091993095,Intermittent
ITM11956,Pharma,31.34,7.11,6,3,3.0,0.05146846514075201,Intermittent
ITM10246,Pharma,22.83,9.29,7,6,6.0,0.16558447102495755,Intermittent
ITM10844,Automotive,44.56,6.14,7,11,11.0,0.018986564017933975,Intermittent
ITM12282,Groceries,33.96,6.74,8,9,9.0,0.039389859337043094,Intermittent
ITM12502,Pharma,1.01,2.6,5,12,12.0,6.626801293990786,Lumpy
ITM11421,Electronics,49.24,3.27,8,10,10.0,0.004410211494158816,Intermittent
ITM10624,Apparel,15.7,2.27,6,12,12.0,0.020905107712280414,Intermittent
ITM10535,Automotive,32.14,7.06,7,9,9.0,0.04825225977357151,Intermittent
ITM11712,Apparel,35.68,5.85,2,13,13.0,0.026882028720666005,Intermittent
ITM11802,Apparel,17.99,4.32,7,12,12.0,0.05766405337286697,Intermittent
ITM12505,Apparel,34.88,5.45,2,3,3.0,0.0244140625,Intermittent
ITM11726,Groceries,45.31,9.38,8,6,6.0,0.04285658409190354,Intermittent
ITM11868,Automotive,37.1,1.81,8,5,5.0,0.002380177418065838,Intermittent
ITM10203,Electronics,5.03,4.93,3,6,6.0,0.9606338114454424,Lumpy
ITM11497,Automotive,8.84,5.57,5,4,4.0,0.3970140353391619,Intermittent
ITM10337,Pharma,45.65,6.57,3,12,12.0,0.02071329428037751,Intermittent
ITM11125,Groceries,31.85,5.46,6,3,3.0,0.02938775510204082,Intermittent
ITM10154,Groceries,33.34,2.61,4,8,8.0,0.006128438379510658,Intermittent
ITM10465,Apparel,1.9,8.58,9,11,11.0,20.39235457063712,Lumpy
ITM11760,Pharma,32.49,4.52,3,6,6.0,0.019354299038054273,Intermittent
ITM13166,Electronics,41.07,9.44,9,4,4.0,0.0528316996838111,Intermittent
ITM11594,Automotive,12.81,2.11,6,11,11.0,0.02713105308413789,Intermittent
ITM10310,Electronics,28.59,6.33,3,14,14.0,0.04902065493735473,Intermittent
ITM12226,Groceries,23.94,2.71,9,11,11.0,0.012814164344305485,Intermittent
ITM12486,Groceries,13.68,6.05,2,4,4.0,0.19558635563079235,Intermittent
ITM11927,Groceries,44.8,0.97,3,13,13.0,0.0004687998246173469,Intermittent
ITM10301,Automotive,44.82,8.28,2,5,5.0,0.034128481798680665,Intermittent
ITM11299,Pharma,25.28,1.76,7,11,11.0,0.004846979650697003,Intermittent
ITM10837,Apparel,46.84,9.61,4,5,5.0,0.04209330270900592,Intermittent
ITM11696,Pharma,2.39,2.08,5,13,13.0,0.7574097092137742,Lumpy
ITM12358,Automotive,36.02,6.24,8,12,12.0,0.030011089526732784,Intermittent
ITM12126,Groceries,29.25,7.32,5,8,8.0,0.06262827087442473,Intermittent
ITM10324,Electronics,46.25,5.52,6,8,8.0,0.014244745069393716,Intermittent
ITM11017,Automotive,16.13,0.64,6,5,5.0,0.0015743134767152661,Intermittent
ITM11109,Groceries,18.46,6.93,9,13,13.0,0.14092987795931347,Intermittent
ITM10019,Pharma,37.19,6.65,6,7,7.0,0.03197355556132362,Intermittent
ITM10379,Automotive,41.79,2.91,6,4,4.0,0.00484887775973499,Intermittent
ITM11585,Pharma,30.5,4.07,9,14,14.0,0.01780693361999463,Intermittent
ITM10544,Electronics,33.1,6.25,7,8,8.0,0.035653654128750184,Intermittent
ITM11864,Pharma,23.2,6.47,6,12,12.0,0.07777366973840667,Intermittent
ITM10755,Groceries,14.1,4.93,3,9,9.0,0.12225189879784719,Intermittent
ITM12571,Automotive,33.85,0.72,7,4,4.0,0.00045242609566490446,Intermittent
ITM11684,Pharma,39.86,4.18,6,7,7.0,0.01099709495023853,Intermittent
ITM12522,Pharma,37.47,1.27,7,14,14.0,0.0011487884373863296,Intermittent
ITM12597,Electronics,31.6,1.87,6,6,6.0,0.0035019427976285857,Intermittent
ITM10040,Pharma,40.23,7.16,5,11,11.0,0.03167568237543398,Intermittent
ITM11779,Pharma,29.17,9.4,9,5,5.0,0.1038443444261642,Intermittent
ITM11102,Electronics,1.91,4.52,2,3,3.0,5.600285079904608,Lumpy
ITM10262,Automotive,9.37,4.77,9,5,5.0,0.25915379700194424,Intermittent
ITM12888,Groceries,29.83,9.48,7,14,14.0,0.10099739399338459,Intermittent
ITM11041,Apparel,1.65,5.39,2,13,13.0,10.671111111111111,Lumpy
ITM11319,Apparel,46.21,5.88,3,6,6.0,0.01619133711201757,Intermittent
ITM11450,Pharma,25.34,6.69,8,3,3.0,0.06970100087896945,Intermittent
ITM10910,Pharma,41.88,1.51,3,9,9.0,0.001299991607439822,Intermittent
ITM10896,Electronics,14.72,6.78,9,12,12.0,0.21215035739603028,Intermittent
ITM11858,Automotive,31.16,1.95,5,8,8.0,0.003916285320207435,Intermittent
ITM11007,Electronics,3.32,2.74,7,8,8.0,0.6811220786761506,Lumpy
ITM11586,Electronics,39.5,5.28,9,11,11.0,0.017867905784329435,Intermittent
ITM10451,Pharma,30.59,3.7,4,4,4.0,0.014630005660711468,Intermittent
ITM11613,Pharma,39.99,8.64,8,4,4.0,0.04667933675091692,Intermittent
ITM13046,Electronics,13.03,1.43,9,7,7.0,0.01204434656666327,Intermittent
ITM11993,Pharma,3.0,4.18,9,14,14.0,1.9413777777777776,Lumpy
ITM11820,Apparel,6.81,2.02,9,11,11.0,0.08798497501946047,Intermittent
ITM10521,Electronics,26.76,0.7,3,13,13.0,0.0006842642678875057,Intermittent
ITM12307,Electronics,27.15,3.21,2,8,8.0,0.013978816275449469,Intermittent
ITM12582,Automotive,39.27,9.38,3,10,10.0,0.05705370788730336,Intermittent
ITM10541,Apparel,20.99,5.38,5,5,5.0,0.06569611292021588,Intermittent
ITM10051,Pharma,18.34,8.72,7,12,12.0,0.22606550924081542,Intermittent
ITM12229,Groceries,20.76,6.16,6,4,4.0,0.08804541117682217,Intermittent
ITM11095,Apparel,10.35,2.21,5,10,10.0,0.04559359611659549,Intermittent
ITM10343,Pharma,2.17,2.28,6,11,11.0,1.1039520907218243,Lumpy
ITM10788,Electronics,12.0,8.3,4,11,11.0,0.4784027777777779,Intermittent
ITM12052,Electronics,5.48,5.69,7,5,5.0,1.0781108476743564,Lumpy
ITM11077,Automotive,48.43,7.71,4,7,7.0,0.025344271832846443,Intermittent
ITM12110,Apparel,48.08,4.54,6,11,11.0,0.008916261306031821,Intermittent
ITM10195,Groceries,45.61,5.08,3,4,4.0,0.012405300248943396,Intermittent
ITM13164,Groceries,38.17,2.91,6,14,14.0,0.005812214827850174,Intermittent
ITM13079,Automotive,12.26,4.79,2,11,11.0,0.15264763724522248,Intermittent
ITM10571,Apparel,43.01,5.84,2,11,11.0,0.01843685368423266,Intermittent
ITM13028,Groceries,1.98,4.97,3,9,9.0,6.30060708091011,Lumpy
ITM12467,Pharma,16.76,1.83,7,11,11.0,0.011922138174195861,Intermittent
ITM12578,Electronics,33.03,9.67,3,3,3.0,0.08571084974998189,Intermittent
ITM10822,Apparel,18.3,8.15,9,6,6.0,0.19834124637940817,Intermittent
ITM11813,Groceries,37.29,9.65,7,14,14.0,0.06696839028693875,Intermittent
ITM10257,Automotive,48.02,5.72,6,8,8.0,0.014188867924495568,Intermittent
ITM11081,Groceries,1.86,3.8,6,12,12.0,4.173892935599491,Lumpy
ITM12365,Apparel,34.52,5.79,2,3,3.0,0.028132968074664755,Intermittent
ITM11332,Pharma,40.15,3.29,9,14,14.0,0.006714608511977966,Intermittent
ITM11307,Electronics,43.29,7.29,4,13,13.0,0.02835827991753148,Intermittent
ITM11735,Electronics,11.06,8.43,8,14,14.0,0.5809582124790309,Lumpy
ITM10990,Apparel,38.2,7.07,2,8,8.0,0.03425406375921713,Intermittent
ITM11525,Groceries,26.84,7.81,3,12,12.0,0.0846714592851384,Intermittent
ITM11344,Apparel,29.08,3.32,4,3,3.0,0.013034289509184926,Intermittent
ITM10463,Apparel,4.88,3.77,3,8,8.0,0.5968195713517872,Lumpy
ITM11220,Apparel,49.88,6.85,8,3,3.0,0.01885941656929316,Intermittent
ITM10048,Apparel,27.99,9.71,7,5,5.0,0.12034627790944072,Intermittent
ITM10346,Groceries,36.0,8.26,6,10,10.0,0.052644753086419756,Intermittent
ITM11386,Electronics,35.09,5.5,3,12,12.0,0.024567368638279886,Intermittent
ITM11596,Apparel,44.44,5.94,8,7,7.0,0.017865895500441136,Intermittent
ITM10674,Electronics,47.35,6.82,7,10,10.0,0.020745732926409077,Intermittent
ITM11215,Groceries,48.29,2.14,7,6,6.0,0.0019638718086922298,Intermittent
ITM10033,Electronics,20.08,9.68,2,9,9.0,0.2323931366168791,Intermittent
ITM11847,Apparel,29.36,2.31,6,14,14.0,0.006190302288976829,Intermittent
ITM12422,Groceries,3.24,6.44,9,6,6.0,3.950769699740893,Lumpy
ITM10338,Automotive,46.72,9.46,7,10,10.0,0.04099931536170014,Intermittent
ITM12090,Automotive,42.62,9.62,9,13,13.0,0.05094754403114093,Intermittent
ITM10987,Pharma,32.19,0.97,5,11,11.0,0.0009080327555758993,Intermittent
ITM12404,Apparel,19.31,2.05,9,13,13.0,0.011270499771908148,Intermittent
ITM12208,Automotive,29.51,6.71,5,6,6.0,0.05170191404828509,Intermittent
ITM10654,Automotive,48.49,1.95,9,14,14.0,0.0016172041774180795,Intermittent
ITM10714,Groceries,41.95,5.65,3,3,3.0,0.0181398196672638,Intermittent
ITM11281,Apparel,7.02,5.32,4,4,4.0,0.5743135201824663,Lumpy
ITM11300,Automotive,25.58,4.16,7,4,4.0,0.026447558167328,Intermittent
ITM12679,Automotive,23.17,0.62,6,10,10.0,0.0007160301529909066,Intermittent
ITM12352,Pharma,14.65,3.8,8,12,12.0,0.06728092348192756,Intermittent
ITM12249,Electronics,17.21,5.01,7,14,14.0,0.08474492722600571,Intermittent
ITM10284,Electronics,49.86,7.23,9,12,12.0,0.02102674492188236,Intermittent
ITM10512,Electronics,35.66,5.76,3,8,8.0,0.026090493219913,Intermittent
ITM11720,Pharma,44.72,1.99,9,3,3.0,0.0019801703943599772,Intermittent
ITM11532,Electronics,22.27,8.39,6,6,6.0,0.14193303436677154,Intermittent
ITM10353,Pharma,34.44,7.67,7,5,5.0,0.04959803175682329,Intermittent
ITM13116,Groceries,38.75,0.92,6,14,14.0,0.0005636795005202914,Intermittent
ITM10902,Automotive,28.88,9.24,2,4,4.0,0.10236454600563225,Intermittent
ITM10697,Apparel,16.53,9.8,7,11,11.0,0.35148471550196175,Intermittent
ITM10228,Groceries,4.29,3.45,3,4,4.0,0.6467308914861364,Lumpy
ITM11008,Pharma,31.02,2.82,3,4,4.0,0.008264462809917356,Intermittent
ITM10066,Apparel,12.13,1.56,3,6,6.0,0.01653969874314329,Intermittent
ITM12568,Automotive,27.34,9.06,3,14,14.0,0.10981442069814723,Intermittent
ITM11576,Apparel,28.65,1.54,6,3,3.0,0.002889297016102751,Intermittent
ITM12138,Automotive,34.84,5.16,8,9,9.0,0.021935276369191747,Intermittent
ITM11340,Electronics,41.14,2.51,7,6,6.0,0.003722364247530693,Intermittent
ITM11161,Electronics,15.67,7.31,7,14,14.0,0.2176189752835382,Intermittent
ITM12382,Pharma,22.32,5.31,4,11,11.0,0.0565979448491155,Intermittent
ITM12346,Pharma,24.47,8.7,3,11,11.0,0.12640683762625027,Intermittent
ITM11781,Pharma,11.21,1.98,4,14,14.0,0.03119745416550948,Intermittent
ITM11411,Groceries,15.0,3.65,3,8,8.0,0.0592111111111111,Intermittent
ITM10211,Pharma,40.04,5.21,4,4,4.0,0.016931183202411975,Intermittent
ITM10480,Electronics,46.79,4.74,6,12,12.0,0.010262439101082396,Intermittent
ITM12449,Automotive,11.69,1.78,6,6,6.0,0.023185207246511505,Intermittent
ITM11275,Apparel,11.91,3.11,9,5,5.0,0.06818632043714366,Intermittent
ITM12592,Electronics,9.39,6.6,8,14,14.0,0.49403382702691656,Lumpy
ITM12092,Electronics,28.83,5.08,6,10,10.0,0.0310483224288108,Intermittent
ITM10418,Automotive,7.53,7.34,2,6,6.0,0.9501718667604921,Lumpy
ITM12554,Pharma,28.27,3.44,4,4,4.0,0.014806938349927783,Intermittent
ITM12383,Automotive,27.23,0.92,5,6,6.0,0.001141511712700491,Intermittent
ITM10018,Electronics,13.3,0.81,8,10,10.0,0.0037090847419300127,Intermittent
ITM10327,Automotive,2.18,4.91,7,12,12.0,5.0728263614173885,Lumpy
ITM11817,Automotive,45.1,6.51,7,10,10.0,0.020835738270706634,Intermittent
ITM11773,Automotive,36.6,9.39,5,7,7.0,0.0658216877183553,Intermittent
ITM10945,Groceries,15.54,5.18,5,6,6.0,0.1111111111111111,Intermittent
ITM13182,Electronics,36.96,4.25,7,10,10.0,0.013222510939637562,Intermittent
ITM10332,Electronics,46.59,1.66,5,6,6.0,0.0012694942998296205,Intermittent
ITM11037,Groceries,7.4,3.44,5,11,11.0,0.21609934258582905,Intermittent
ITM11351,Electronics,4.8,5.37,5,4,4.0,1.2516015625000003,Lumpy
ITM11717,Groceries,27.92,0.66,8,12,12.0,0.0005588008308634577,Intermittent
ITM10075,Apparel,31.51,4.27,2,8,8.0,0.018363647332643687,Intermittent
ITM11584,Groceries,49.45,3.97,6,3,3.0,0.00644537843477443,Intermittent
ITM10716,Apparel,37.89,1.9,7,11,11.0,0.002514536773916187,Intermittent
ITM11298,Pharma,15.97,4.15,3,3,3.0,0.06752838466300896,Intermittent
ITM12175,Automotive,18.56,5.08,8,14,14.0,0.07491546521997622,Intermittent
ITM12061,Automotive,42.45,9.47,6,9,9.0,0.049767356038629244,Intermittent
ITM13012,Electronics,32.27,6.89,8,12,12.0,0.04558694751798356,Intermittent
ITM11397,Apparel,29.36,3.17,7,8,8.0,0.011657526783924448,Intermittent
ITM12133,Electronics,20.64,4.89,3,12,12.0,0.05613042522985397,Intermittent
ITM12151,Pharma,4.09,2.91,5,13,13.0,0.5062200728116165,Lumpy
ITM11279,Apparel,17.44,4.29,4,4,4.0,0.060509229547176156,Intermittent
ITM10223,Pharma,4.04,9.8,6,8,8.0,5.884227036565043,Lumpy
