SKU,category,forecast_14d_total,mu_demand,sigma_demand,mu_lead,sigma_lead,safety_stock,ROP,EOQ,current_stock,annual_cost_dynamic,annual_cost_static,cost_saving_pct,action
ITM10987,Pharma,465.29,33.235,0.052,5.0,1.5,82.01,248.18,154.08,227,18129.28,19263.04,5.89,Reorder Now
ITM10988,Groceries,630.85,45.061,0.187,7.0,1.5,111.19,426.62,167.82,21,24517.73,27775.92,11.73,Reorder Now
ITM10989,Apparel,381.02,27.216,0.181,4.0,1.5,67.16,176.02,81.47,143,27209.7,40568.25,32.93,Reorder Now
ITM10990,Apparel,544.86,38.919,0.373,2.0,1.5,96.04,173.87,54.93,299,78183.66,151527.96,48.4,Hold
ITM10991,Groceries,547.89,39.135,0.031,6.0,1.5,96.57,331.38,58.85,93,71243.08,134878.28,47.18,Reorder Now
ITM10992,Pharma,464.42,33.173,0.134,5.0,1.5,81.85,247.72,49.57,185,70813.8,140287.43,49.52,Reorder Now
ITM10993,Apparel,167.85,11.989,0.226,4.0,1.5,29.59,77.55,25.81,41,38586.74,77707.32,50.34,Reorder Now
ITM10994,Automotive,628.08,44.863,0.298,6.0,1.5,110.71,379.89,68.36,173,70932.73,130202.44,45.52,Reorder Now
ITM10995,Apparel,331.13,23.652,0.284,3.0,1.5,58.37,129.32,114.63,446,15682.51,17619.33,10.99,Hold
ITM10997,Electronics,166.6,11.9,0.104,4.0,1.5,29.36,76.96,26.94,314,35873.76,71277.98,49.67,Hold
ITM10998,Pharma,546.85,39.061,0.033,9.0,1.5,96.38,447.93,143.38,238,23756.35,28568.07,16.84,Reorder Now
ITM10999,Groceries,84.87,6.062,0.387,9.0,1.5,15.08,69.64,32.9,176,10913.73,13258.91,17.69,Hold
ITM11000,Pharma,140.5,10.036,0.061,6.0,1.5,24.76,84.98,25.36,249,30374.09,46343.64,34.46,Hold
ITM11001,Pharma,501.61,35.829,0.141,9.0,1.5,88.41,410.88,66.51,39,52341.16,91917.78,43.06,Reorder Now
ITM11003,Pharma,465.29,33.235,0.06,2.0,1.5,82.01,148.48,44.74,60,82864.6,162557.09,49.02,Reorder Now
ITM11004,Automotive,168.36,12.026,0.271,2.0,1.5,29.68,53.73,65.54,457,11925.92,15166.04,21.36,Hold
ITM11006,Apparel,424.22,30.301,0.114,2.0,1.5,74.77,135.37,77.08,127,33796.72,55122.97,38.69,Reorder Now
ITM11007,Electronics,49.15,3.51,0.006,7.0,1.5,8.66,33.23,39.95,422,4543.83,5035.47,9.76,Hold
ITM11008,Pharma,424.15,30.296,0.097,3.0,1.5,74.76,165.65,47.2,103,66067.29,131495.85,49.76,Reorder Now
ITM11010,Electronics,631.55,45.111,0.066,9.0,1.5,111.31,517.31,54.48,341,100211.94,206341.47,51.43,Reorder Now
ITM11011,Groceries,329.52,23.537,0.475,3.0,1.5,58.09,128.7,69.31,433,27081.1,42987.46,37.0,Hold
ITM11012,Automotive,172.6,12.328,0.309,2.0,1.5,30.43,55.09,80.55,328,9946.4,11319.4,12.13,Hold
ITM11013,Electronics,582.91,41.636,0.178,7.0,1.5,102.74,394.19,119.82,309,31156.84,44572.37,30.1,Reorder Now
ITM11015,Electronics,224.57,16.041,0.285,4.0,1.5,39.59,103.75,44.78,342,27563.38,45814.08,39.84,Hold
ITM11016,Automotive,580.03,41.431,0.191,6.0,1.5,102.23,350.82,78.64,153,51793.09,91027.1,43.1,Reorder Now
ITM11017,Automotive,215.02,15.359,0.01,6.0,1.5,37.9,130.05,38.61,226,31567.67,57326.06,44.93,Hold
ITM11018,Apparel,290.97,20.783,0.0,2.0,1.5,51.28,92.85,39.98,302,47099.1,89200.16,47.2,Hold
ITM11019,Pharma,251.26,17.947,0.032,6.0,1.5,44.28,151.97,102.75,285,12398.72,14227.9,12.86,Hold
ITM11020,Electronics,97.5,6.964,0.579,2.0,1.5,17.24,31.16,19.62,92,25616.93,43706.48,41.39,Hold
ITM11021,Electronics,78.21,5.586,0.282,2.0,1.5,13.8,24.97,17.06,371,22644.58,23615.96,4.11,Hold
ITM11022,Groceries,506.22,36.158,0.357,9.0,1.5,89.24,414.66,63.74,67,56293.64,103805.0,45.77,Reorder Now
ITM11023,Automotive,465.21,33.229,0.004,8.0,1.5,81.99,347.83,61.45,345,52138.39,92873.34,43.86,Reorder Now
ITM11025,Automotive,214.66,15.333,0.081,5.0,1.5,37.84,114.5,40.82,462,29212.34,50161.96,41.76,Hold
ITM11026,Electronics,673.46,48.104,0.204,8.0,1.5,118.7,503.54,52.73,119,117029.99,242139.32,51.67,Reorder Now
ITM11028,Pharma,331.45,23.675,0.005,3.0,1.5,58.42,129.44,47.94,277,44307.17,81909.04,45.91,Hold
ITM11029,Electronics,553.85,39.561,0.196,5.0,1.5,97.62,295.42,45.51,432,107002.64,228794.86,53.23,Hold
ITM11030,Automotive,512.05,36.575,0.47,2.0,1.5,90.26,163.41,79.41,471,42593.29,71910.28,40.77,Hold
ITM11031,Apparel,215.0,15.357,0.03,7.0,1.5,37.89,145.39,50.17,84,22411.04,35515.53,36.9,Reorder Now
ITM11032,Electronics,49.75,3.553,0.007,7.0,1.5,8.77,33.64,16.53,102,12653.63,21044.65,39.87,Hold
ITM11033,Groceries,125.68,8.977,0.371,4.0,1.5,22.18,58.09,21.97,173,31614.6,52195.0,39.43,Hold
ITM11034,Pharma,586.08,41.863,0.228,9.0,1.5,103.3,480.07,93.39,492,42100.44,68012.54,38.1,Hold
ITM11035,Electronics,506.37,36.169,0.024,5.0,1.5,89.25,270.1,44.22,285,96723.04,204215.05,52.64,Hold
ITM11036,Apparel,465.18,33.227,0.1,7.0,1.5,81.99,314.58,49.43,328,71300.12,141235.58,49.52,Hold
ITM11037,Groceries,126.63,9.045,0.017,5.0,1.5,22.32,67.54,21.32,98,33346.31,51633.3,35.42,Hold
ITM11038,Apparel,463.82,33.13,0.115,9.0,1.5,81.75,379.92,47.0,334,76535.02,149449.84,48.79,Reorder Now
ITM11039,Apparel,548.16,39.155,0.061,4.0,1.5,96.61,253.23,53.46,169,82190.29,162579.09,49.45,Reorder Now
ITM11040,Groceries,585.26,41.804,0.237,7.0,1.5,103.16,395.79,50.33,454,100069.64,212799.61,52.97,Hold
ITM11041,Apparel,52.18,3.727,0.056,2.0,1.5,9.2,16.65,29.44,67,6744.42,5337.53,-26.36,Hold
ITM11042,Groceries,464.75,33.196,0.098,3.0,1.5,81.91,181.5,41.8,424,91851.89,197243.34,53.43,Hold
ITM11043,Electronics,50.8,3.628,0.036,8.0,1.5,8.95,37.98,29.75,398,6454.21,6489.42,0.54,Hold
ITM11044,Groceries,503.41,35.958,0.126,8.0,1.5,88.73,376.39,154.83,267,19897.14,22099.18,9.96,Reorder Now
ITM11045,Groceries,464.37,33.169,0.113,8.0,1.5,81.85,347.2,48.16,297,73910.79,142214.55,48.03,Reorder Now
ITM11046,Pharma,125.82,8.987,0.287,5.0,1.5,22.2,67.14,44.69,375,12627.1,16555.17,23.73,Hold
ITM11047,Groceries,548.41,39.172,0.035,7.0,1.5,96.66,370.86,50.43,117,89829.06,179763.17,50.03,Reorder Now
ITM11048,Groceries,98.03,7.002,0.593,9.0,1.5,17.52,80.54,20.85,433,23831.06,28693.15,16.95,Hold
ITM11049,Electronics,581.74,41.553,0.218,9.0,1.5,102.54,476.52,86.92,44,45617.22,75740.75,39.77,Reorder Now
ITM11050,Pharma,215.01,15.358,0.062,7.0,1.5,37.9,145.4,76.86,303,13692.61,16117.32,15.04,Hold
ITM11051,Automotive,505.49,36.106,0.107,4.0,1.5,89.09,233.52,58.64,468,63208.15,115273.7,45.17,Hold
ITM11052,Electronics,632.43,45.173,0.043,2.0,1.5,111.47,201.81,50.24,388,113891.81,244782.14,53.47,Hold
ITM11053,Electronics,249.49,17.821,0.231,6.0,1.5,43.98,150.91,32.28,320,50853.35,97168.23,47.66,Hold
ITM11054,Automotive,380.78,27.199,0.128,7.0,1.5,67.11,257.51,92.19,87,23570.93,31418.62,24.98,Reorder Now
ITM11055,Groceries,328.91,23.493,0.249,3.0,1.5,57.97,128.46,34.89,26,69705.65,141500.35,50.74,Reorder Now
ITM11056,Apparel,126.43,9.031,0.515,4.0,1.5,22.35,58.47,38.8,324,15038.77,21734.52,30.81,Hold
ITM11057,Pharma,423.62,30.258,0.071,7.0,1.5,74.66,286.47,63.1,156,43737.11,75526.48,42.09,Reorder Now
ITM11058,Apparel,507.3,36.236,0.209,7.0,1.5,89.42,343.07,97.65,183,32559.25,50083.65,34.99,Reorder Now
ITM11059,Automotive,637.06,45.504,0.441,4.0,1.5,112.29,294.31,74.49,102,64209.01,118628.44,45.87,Reorder Now
ITM11060,Electronics,583.02,41.644,0.096,4.0,1.5,102.76,269.33,56.38,404,83692.53,170181.38,50.82,Hold
ITM11061,Electronics,379.15,27.082,0.25,5.0,1.5,66.83,202.24,50.55,157,50356.17,89547.07,43.77,Reorder Now
ITM11063,Electronics,549.69,39.263,0.149,6.0,1.5,96.88,332.47,54.54,92,80121.38,162315.7,50.64,Reorder Now
ITM11064,Electronics,332.01,23.715,0.058,3.0,1.5,58.52,129.66,62.87,256,30911.74,52788.29,41.44,Hold
ITM11065,Pharma,87.5,6.25,0.06,2.0,1.5,15.42,27.92,23.21,65,17497.86,29888.1,41.46,Hold
ITM11067,Automotive,581.86,41.562,0.22,6.0,1.5,102.56,351.93,58.85,435,78282.07,155630.1,49.7,Hold
ITM11068,Electronics,424.45,30.318,0.132,9.0,1.5,74.81,347.67,60.08,307,46889.64,83298.2,43.71,Reorder Now
ITM11069,Electronics,502.15,35.868,0.234,4.0,1.5,88.51,231.98,111.21,281,27686.21,38920.55,28.86,Hold
ITM11071,Groceries,675.72,48.266,0.124,9.0,1.5,119.1,553.49,51.64,185,121605.53,257244.87,52.73,Reorder Now
ITM11072,Groceries,289.72,20.694,0.079,4.0,1.5,51.06,133.84,41.36,164,44593.19,82615.91,46.02,Hold
ITM11073,Groceries,464.62,33.187,0.053,9.0,1.5,81.89,380.58,42.7,349,88823.34,181892.77,51.17,Reorder Now
ITM11074,Automotive,49.83,3.559,0.02,7.0,1.5,8.78,33.7,20.11,389,9930.58,9952.02,0.22,Hold
ITM11075,Electronics,114.97,8.212,0.448,9.0,1.5,20.38,94.29,20.47,302,30724.62,50075.43,38.64,Hold
ITM11076,Automotive,547.11,39.079,0.071,4.0,1.5,96.43,252.75,70.78,73,54737.01,98575.11,44.47,Reorder Now
ITM11077,Automotive,669.41,47.815,0.387,4.0,1.5,117.99,309.25,55.72,197,106370.15,222079.72,52.1,Reorder Now
ITM11078,Groceries,246.12,17.58,0.323,7.0,1.5,43.4,166.46,50.85,438,26600.39,41275.4,35.55,Hold
ITM11079,Apparel,50.84,3.631,0.086,9.0,1.5,8.97,41.65,34.79,263,5454.52,6056.54,9.94,Hold
ITM11081,Groceries,50.2,3.586,0.036,6.0,1.5,8.85,30.37,15.21,146,14266.57,14175.51,-0.64,Hold
ITM11082,Apparel,170.83,12.202,0.27,5.0,1.5,30.12,91.13,27.11,428,36906.66,59442.21,37.91,Hold
ITM11083,Apparel,548.08,39.149,0.04,7.0,1.5,96.6,370.64,76.44,431,49461.41,83213.63,40.56,Hold
ITM11085,Electronics,76.14,5.438,0.388,4.0,1.5,13.48,35.23,32.34,290,9688.83,13094.53,26.01,Hold
ITM11086,Apparel,387.62,27.687,0.493,5.0,1.5,68.34,206.78,151.9,151,14699.25,15420.91,4.68,Reorder Now
ITM11087,Groceries,168.12,12.009,0.159,2.0,1.5,29.63,53.65,26.2,112,37852.26,77797.01,51.34,Hold
ITM11088,Pharma,131.89,9.421,0.042,6.0,1.5,23.25,79.77,29.4,398,22664.37,32534.02,30.34,Hold
ITM11089,Electronics,153.69,10.978,0.223,9.0,1.5,27.11,125.91,23.61,92,38470.63,76588.88,49.77,Reorder Now
ITM11090,Automotive,423.76,30.268,0.125,5.0,1.5,74.69,226.03,60.39,430,46445.55,80159.34,42.06,Hold
ITM11091,Groceries,73.89,5.278,0.271,7.0,1.5,13.08,50.02,16.58,429,21745.98,30908.91,29.64,Hold
ITM11093,Apparel,126.79,9.056,0.007,4.0,1.5,22.35,58.57,29.09,267,21742.49,31288.54,30.51,Hold
ITM11094,Groceries,214.84,15.346,0.02,4.0,1.5,37.87,99.25,47.51,367,23989.74,36354.94,34.01,Hold
ITM11095,Apparel,163.92,11.708,0.265,5.0,1.5,28.91,87.45,26.48,292,35896.5,59336.8,39.5,Hold
ITM11096,Pharma,630.95,45.068,0.172,4.0,1.5,111.21,291.48,51.95,62,107675.45,220277.54,51.12,Reorder Now
ITM11097,Electronics,505.68,36.12,0.027,7.0,1.5,89.13,341.97,63.71,396,56239.81,101728.76,44.72,Hold
ITM11098,Pharma,629.31,44.95,0.252,9.0,1.5,110.92,515.48,55.11,60,97894.52,193983.99,49.53,Reorder Now
ITM11099,Apparel,285.39,20.385,0.156,5.0,1.5,50.3,152.23,46.32,189,37225.36,63868.17,41.72,Hold
ITM11100,Automotive,251.6,17.971,0.145,4.0,1.5,44.35,116.23,34.5,453,46735.75,81263.78,42.49,Hold
ITM11101,Electronics,290.13,20.724,0.06,2.0,1.5,51.14,92.58,32.27,231,64364.09,122734.02,47.56,Hold
ITM11102,Electronics,50.49,3.607,0.053,2.0,1.5,8.9,16.11,24.52,187,7976.81,7031.68,-13.44,Hold
ITM11104,Groceries,251.8,17.985,0.03,4.0,1.5,44.38,116.32,46.83,388,30582.24,52082.51,41.28,Hold
ITM11105,Automotive,251.46,17.961,0.097,4.0,1.5,44.32,116.17,39.69,264,38236.18,63384.61,39.68,Hold
ITM11107,Automotive,313.97,22.426,0.227,5.0,1.5,55.34,167.48,54.32,130,34513.98,58513.76,41.02,Reorder Now
ITM11108,Groceries,671.65,47.975,0.302,8.0,1.5,118.39,502.19,141.39,499,31511.58,42609.03,26.04,Reorder Now
ITM11109,Groceries,254.85,18.204,0.162,9.0,1.5,44.92,208.76,33.52,455,49707.2,96374.45,48.42,Hold
ITM11110,Electronics,424.45,30.318,0.15,4.0,1.5,74.81,196.08,51.35,66,58486.68,113142.61,48.31,Reorder Now
ITM11111,Pharma,250.71,17.908,0.263,3.0,1.5,44.19,97.92,43.42,82,33647.15,53841.37,37.51,Reorder Now
ITM11112,Apparel,675.18,48.227,0.015,9.0,1.5,119.0,553.04,103.52,244,45350.98,74192.55,38.87,Reorder Now
ITM11113,Groceries,332.78,23.77,0.086,4.0,1.5,58.65,153.73,92.14,385,19748.59,25542.86,22.68,Hold
ITM11114,Groceries,463.88,33.134,0.068,9.0,1.5,81.76,379.97,72.52,88,41524.08,68028.07,38.96,Reorder Now
ITM11116,Pharma,506.03,36.145,0.06,5.0,1.5,89.19,269.91,64.09,451,55828.61,103816.05,46.22,Hold
ITM11117,Automotive,214.63,15.33,0.224,4.0,1.5,37.83,99.16,36.04,309,34617.57,57724.8,40.03,Hold
ITM11118,Automotive,331.5,23.679,0.005,9.0,1.5,58.43,271.54,95.43,315,18922.59,24187.59,21.77,Hold
ITM11119,Apparel,632.86,45.204,0.116,5.0,1.5,111.54,337.56,117.04,222,35782.45,51277.51,30.22,Reorder Now
ITM11120,Apparel,676.56,48.326,0.13,4.0,1.5,119.25,312.55,200.68,80,22832.15,23699.77,3.66,Reorder Now
ITM11121,Electronics,290.26,20.733,0.098,6.0,1.5,51.16,175.56,38.76,453,49076.44,96885.05,49.35,Hold
ITM11122,Automotive,583.32,41.666,0.096,5.0,1.5,102.81,311.14,83.33,470,48369.26,82551.49,41.41,Hold
ITM11123,Groceries,71.93,5.138,0.024,9.0,1.5,12.68,58.92,16.27,337,21438.48,30131.43,28.85,Hold
ITM11124,Automotive,583.09,41.649,0.11,3.0,1.5,102.77,227.72,77.69,333,53050.26,94751.24,44.01,Hold
ITM11125,Groceries,465.07,33.219,0.145,6.0,1.5,81.97,281.29,64.85,180,48397.28,82596.89,41.41,Reorder Now
ITM11126,Pharma,332.1,23.722,0.064,7.0,1.5,58.53,224.59,48.95,350,43168.73,81250.27,46.87,Hold
ITM11128,Pharma,580.99,41.499,0.14,8.0,1.5,102.4,434.4,50.15,357,99448.18,209369.65,52.5,Reorder Now
ITM11129,Apparel,214.87,15.348,0.025,7.0,1.5,37.87,145.31,29.53,113,46099.45,89020.22,48.21,Reorder Now
ITM11130,Apparel,550.23,39.302,0.134,5.0,1.5,96.98,293.49,180.97,323,19347.09,20171.56,4.09,Hold
ITM11131,Electronics,86.57,6.183,0.011,6.0,1.5,15.26,52.36,21.48,157,19097.12,30376.92,37.13,Hold
ITM11132,Automotive,577.66,41.261,0.212,7.0,1.5,101.82,390.65,54.29,357,87299.88,175564.02,50.27,Reorder Now
ITM11133,Pharma,465.94,33.282,0.025,3.0,1.5,82.12,181.97,41.53,57,93178.49,197763.11,52.88,Reorder Now
ITM11134,Groceries,92.15,6.582,0.409,8.0,1.5,16.35,69.01,28.68,146,14351.66,19972.91,28.14,Hold
ITM11135,Apparel,465.9,33.279,0.082,5.0,1.5,82.12,248.51,84.15,294,34595.64,56084.92,38.32,Hold
ITM11136,Apparel,423.33,30.238,0.116,6.0,1.5,74.61,256.04,52.67,183,56157.9,102697.22,45.32,Reorder Now
ITM11137,Groceries,423.29,30.235,0.121,7.0,1.5,74.61,286.25,56.42,462,50949.93,92661.73,45.02,Hold
ITM11138,Pharma,214.87,15.348,0.025,6.0,1.5,37.87,129.96,30.97,338,43004.92,80371.8,46.49,Hold
ITM11139,Pharma,210.92,15.065,0.271,6.0,1.5,37.19,127.58,28.77,96,46567.16,83845.31,44.46,Reorder Now
ITM11140,Automotive,539.32,38.523,0.364,7.0,1.5,95.07,364.73,121.72,193,27603.95,37009.91,25.41,Reorder Now
ITM11141,Automotive,214.68,15.334,0.02,2.0,1.5,37.84,68.5,29.95,406,45104.77,76920.77,41.36,Hold
ITM11142,Electronics,327.84,23.417,0.143,4.0,1.5,57.78,151.45,35.77,477,66764.57,130546.3,48.86,Hold
ITM11143,Apparel,505.23,36.088,0.024,9.0,1.5,89.05,413.84,44.05,377,96944.35,195987.49,50.54,Reorder Now
ITM11144,Automotive,83.88,5.991,0.409,5.0,1.5,14.86,44.82,19.66,340,20623.61,29822.65,30.85,Hold
ITM11145,Pharma,424.3,30.307,0.07,5.0,1.5,74.78,226.32,44.8,395,71439.6,140862.88,49.28,Hold
ITM11146,Groceries,423.29,30.235,0.075,8.0,1.5,74.61,316.49,152.51,110,16294.33,17118.6,4.82,Reorder Now
ITM11147,Pharma,464.63,33.188,0.11,8.0,1.5,81.89,347.39,42.35,257,89954.4,192388.18,53.24,Reorder Now
ITM11148,Apparel,251.82,17.987,0.13,8.0,1.5,44.39,188.28,48.33,283,29341.41,51646.04,43.19,Hold
ITM11149,Pharma,332.22,23.73,0.064,5.0,1.5,58.55,177.2,114.82,198,15721.34,18004.57,12.68,Hold
ITM11150,Electronics,251.79,17.985,0.091,6.0,1.5,44.38,152.29,45.21,228,32057.89,52793.98,39.28,Hold
ITM11152,Groceries,131.13,9.366,0.491,7.0,1.5,23.21,88.77,31.57,409,20502.87,27977.9,26.72,Hold
ITM11153,Electronics,677.32,48.38,0.022,4.0,1.5,119.38,312.9,56.05,126,107437.03,221014.44,51.39,Reorder Now
ITM11154,Apparel,464.82,33.201,0.075,3.0,1.5,81.92,181.53,55.7,364,59810.21,109178.76,45.22,Hold
ITM11155,Groceries,640.6,45.757,0.314,5.0,1.5,112.91,341.69,82.64,314,56172.59,96030.53,41.51,Reorder Now
ITM11156,Electronics,290.45,20.746,0.0,7.0,1.5,51.19,196.42,65.07,388,24579.37,39359.33,37.55,Hold
ITM11157,Electronics,252.08,18.005,0.031,4.0,1.5,44.43,116.45,44.73,463,32573.87,54129.68,39.82,Hold
ITM11158,Apparel,631.99,45.142,0.061,4.0,1.5,111.39,291.96,162.95,303,25261.52,29717.95,15.0,Hold
ITM11159,Automotive,95.69,6.835,0.279,2.0,1.5,16.88,30.55,27.56,372,15844.64,21877.93,27.58,Hold
ITM11160,Electronics,117.19,8.371,0.23,9.0,1.5,20.69,96.02,60.33,201,8328.85,9978.27,16.53,Hold
ITM11161,Electronics,214.48,15.32,0.08,7.0,1.5,37.8,145.04,29.42,56,46225.42,90096.88,48.69,Reorder Now
ITM11162,Groceries,677.0,48.357,0.043,5.0,1.5,119.32,361.11,63.75,156,88341.05,173627.68,49.12,Reorder Now
ITM11163,Pharma,465.6,33.257,0.11,8.0,1.5,82.06,348.12,50.01,357,70182.3,132628.88,47.08,Hold
ITM11164,Apparel,392.28,28.02,0.44,6.0,1.5,69.16,237.28,65.66,75,37098.99,62382.9,40.53,Reorder Now
ITM11165,Apparel,505.58,36.113,0.044,8.0,1.5,89.11,378.01,82.55,206,39797.31,63999.56,37.82,Reorder Now
ITM11166,Automotive,290.29,20.735,0.356,4.0,1.5,51.18,134.12,37.82,360,50883.28,99866.91,49.05,Hold
ITM11167,Automotive,548.22,39.159,0.034,4.0,1.5,96.62,253.26,53.27,277,82647.74,160997.07,48.67,Hold
ITM11168,Apparel,290.68,20.763,0.047,3.0,1.5,51.23,113.52,79.32,464,19514.33,26530.94,26.45,Hold
ITM11169,Automotive,581.04,41.503,0.143,8.0,1.5,102.41,434.44,86.87,77,45572.14,75740.99,39.83,Reorder Now
ITM11170,Groceries,215.28,15.377,0.14,9.0,1.5,37.95,176.35,28.45,382,48853.99,87372.83,44.09,Hold
ITM11171,Apparel,214.8,15.343,0.008,9.0,1.5,37.86,175.95,47.5,142,23986.33,36866.82,34.94,Reorder Now
ITM11172,Automotive,380.65,27.189,0.035,2.0,1.5,67.09,121.47,134.63,207,16006.38,17485.47,8.46,Hold
ITM11173,Apparel,291.08,20.792,0.069,9.0,1.5,51.3,238.43,97.21,249,15720.56,20479.2,23.24,Hold
ITM11174,Pharma,465.1,33.221,0.103,4.0,1.5,81.97,214.86,46.0,187,79398.5,157588.8,49.62,Reorder Now
ITM11176,Apparel,165.37,11.812,0.035,9.0,1.5,29.15,135.46,37.72,133,22414.56,37747.26,40.62,Reorder Now
ITM11177,Electronics,331.19,23.657,0.226,6.0,1.5,58.38,200.32,77.88,271,23714.37,35110.91,32.46,Hold
ITM11179,Electronics,113.98,8.141,0.382,9.0,1.5,20.18,93.45,33.4,56,15760.15,23780.04,33.73,Reorder Now
ITM11180,Apparel,391.89,27.992,0.41,3.0,1.5,69.08,153.06,58.79,354,42912.34,75996.38,43.53,Hold
ITM11181,Pharma,250.73,17.91,0.197,7.0,1.5,44.2,169.57,54.63,111,24913.28,37042.36,32.74,Reorder Now
ITM11182,Automotive,290.5,20.75,0.006,3.0,1.5,51.2,113.45,97.12,37,15697.0,19071.63,17.69,Reorder Now
ITM11183,Apparel,217.77,15.555,0.159,3.0,1.5,38.38,85.05,31.18,373,43464.33,77752.49,44.1,Hold
ITM11184,Automotive,629.17,44.941,0.253,9.0,1.5,110.9,515.36,59.49,82,87183.45,179432.28,51.41,Reorder Now
ITM11185,Groceries,465.68,33.263,0.048,6.0,1.5,82.08,281.66,44.36,169,84066.22,176745.62,52.44,Reorder Now
ITM11186,Electronics,222.26,15.876,0.34,8.0,1.5,39.2,166.21,38.7,158,33038.76,51598.47,35.97,Reorder Now
ITM11187,Groceries,464.51,33.179,0.06,8.0,1.5,81.87,347.3,41.04,205,94433.0,193392.86,51.17,Reorder Now
ITM11188,Apparel,584.16,41.726,0.234,9.0,1.5,102.96,478.49,46.5,204,112902.76,243057.28,53.55,Reorder Now
ITM11189,Pharma,290.43,20.745,0.005,8.0,1.5,51.19,217.15,57.84,224,28460.03,45828.97,37.9,Hold
ITM11190,Automotive,579.96,41.426,0.211,7.0,1.5,102.22,392.2,70.23,279,60432.74,111027.66,45.57,Reorder Now
ITM11191,Electronics,127.39,9.099,0.002,6.0,1.5,22.45,77.05,24.39,233,27817.83,46718.37,40.46,Hold
ITM11192,Automotive,577.95,41.282,0.126,9.0,1.5,101.87,473.41,51.12,275,95758.52,196297.05,51.22,Reorder Now
ITM11193,Apparel,393.85,28.132,0.185,2.0,1.5,69.42,125.68,39.21,154,77691.26,154319.46,49.66,Hold
ITM11194,Automotive,165.76,11.84,0.017,5.0,1.5,29.21,88.41,29.72,80,30988.28,55438.55,44.1,Reorder Now
ITM11195,Electronics,289.42,20.673,0.116,5.0,1.5,51.01,154.37,45.47,382,38987.3,70234.04,44.49,Hold
ITM11196,Apparel,676.6,48.329,0.01,9.0,1.5,119.25,554.21,76.77,329,67489.42,126752.27,46.75,Reorder Now
ITM11197,Automotive,538.73,38.481,0.355,9.0,1.5,94.97,441.3,65.39,107,59699.86,112310.46,46.84,Reorder Now
ITM11198,Pharma,423.87,30.277,0.093,2.0,1.5,74.71,135.26,41.96,343,78767.1,154092.9,48.88,Hold
ITM11200,Apparel,297.28,21.234,0.303,5.0,1.5,52.41,158.58,103.04,226,15222.75,18538.26,17.88,Hold
ITM11201,Pharma,214.51,15.322,0.199,7.0,1.5,37.82,145.07,35.73,148,35010.97,57488.87,39.1,Hold
ITM11202,Groceries,78.58,5.613,0.45,9.0,1.5,14.03,64.54,22.69,330,15633.08,20542.48,23.9,Hold
ITM11203,Electronics,379.71,27.122,0.198,6.0,1.5,66.93,229.66,57.87,22,41845.57,74306.88,43.69,Reorder Now
ITM11204,Groceries,626.44,44.746,0.342,5.0,1.5,110.42,334.15,51.0,481,109507.14,227825.76,51.93,Hold
ITM11205,Automotive,462.23,33.016,0.221,7.0,1.5,81.47,312.59,52.67,441,64292.26,126932.26,49.35,Hold
ITM11206,Pharma,165.79,11.842,0.018,6.0,1.5,29.22,100.28,41.43,261,19954.37,34351.99,41.91,Hold
ITM11207,Groceries,423.59,30.256,0.068,9.0,1.5,74.66,346.97,56.73,140,50602.63,89007.05,43.15,Reorder Now
ITM11210,Automotive,505.55,36.111,0.104,9.0,1.5,89.1,414.1,122.66,57,25141.01,31873.27,21.12,Reorder Now
ITM11211,Groceries,677.23,48.373,0.012,3.0,1.5,119.36,264.48,124.92,360,36468.26,52511.3,30.55,Hold
ITM11212,Groceries,548.86,39.204,0.051,2.0,1.5,96.74,175.14,55.13,432,78659.76,158564.61,50.39,Hold
ITM11213,Pharma,126.51,9.037,0.296,5.0,1.5,22.32,67.51,25.41,152,26039.71,39483.49,34.05,Hold
ITM11214,Electronics,254.96,18.211,0.156,6.0,1.5,44.94,154.21,37.28,221,42639.43,78097.7,45.4,Hold
ITM11215,Groceries,676.96,48.354,0.018,7.0,1.5,119.31,457.79,55.85,367,107925.39,222818.96,51.56,Reorder Now
ITM11216,Groceries,336.03,24.002,0.256,5.0,1.5,59.23,179.25,35.64,40,69826.57,145813.85,52.11,Reorder Now
ITM11217,Apparel,91.48,6.534,0.452,5.0,1.5,16.21,48.88,19.38,261,23793.58,41087.42,42.09,Hold
ITM11219,Electronics,505.33,36.095,0.102,3.0,1.5,89.07,197.35,84.13,470,38827.39,61256.43,36.61,Hold
ITM11220,Apparel,675.95,48.282,0.052,8.0,1.5,119.14,505.39,83.65,128,59883.16,109349.67,45.24,Reorder Now
ITM11221,Pharma,251.75,17.982,0.032,5.0,1.5,44.37,134.28,38.39,322,40136.57,69144.7,41.95,Hold
ITM11223,Groceries,626.38,44.741,0.246,6.0,1.5,110.4,378.85,55.94,102,94986.02,190111.75,50.04,Reorder Now
ITM11225,Pharma,116.7,8.336,0.082,7.0,1.5,20.57,78.92,25.93,471,22566.44,31563.05,28.5,Hold
ITM11227,Electronics,332.84,23.774,0.257,3.0,1.5,58.67,129.99,34.92,148,70947.86,149657.07,52.59,Hold
ITM11228,Groceries,380.45,27.175,0.135,2.0,1.5,67.06,121.41,40.58,215,69784.43,131832.77,47.07,Hold
ITM11229,Automotive,424.85,30.346,0.12,6.0,1.5,74.88,256.96,43.83,159,73995.72,152646.12,51.52,Reorder Now
